,Q2: GENDER,Q3: AGE,Q4: COUNTRY,"Q5: STATE, PROVINCE, COUNTY, ETC",Q6 | 100 Grand Bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bottle Caps,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Caramellos,Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Hard Candy,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | HersheyÕs Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Jolly Ranchers (good flavor),Q6 | Junior Mints,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&MÕs,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Mint Kisses,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pixy Stix,Q6 | ReeseÕs Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Trail Mix,Q6 | Twix,Q6 | Whatchamacallit Bars,Q6 | York Peppermint Patties
2219,Female,41,United States,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,Female,29,United States,Massachusetts,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY
2221,Male,33,United States,CO,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY
2222,Female,37,United States,CA,MEH,,,MEH,MEH,MEH,JOY,,MEH,MEH,JOY,JOY,,,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,,JOY,JOY,JOY,,MEH,JOY,DESPAIR,JOY,MEH,,,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY
2223,Female,46,United States,Utah,MEH,,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,,DESPAIR,JOY,MEH,,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,,DESPAIR,DESPAIR,JOY,JOY,,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH
2224,Male,35,United States,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,Male,56,USA,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,Female,45,Canada,ontario,,,,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,,JOY,DESPAIR,,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,,,MEH,MEH,,DESPAIR,DESPAIR,JOY,JOY,,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,,,MEH,MEH,MEH,MEH,MEH,,JOY
2227,Male,50,USA,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,Male,48,USA,Florida,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH
2229,Male,43,USA,Arkansas,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR
2230,Male,41,usa,ca,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY
2231,Male,42,USA,NY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,,,,,,JOY,DESPAIR,DESPAIR,,,JOY,,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH
2232,Male,58,USA,MD,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY
2233,Male,54,United States,Washington,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH
2234,Female,36,united states of america,"Alaska, Matanuska-Susitna Borough",MEH,,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,,MEH,DESPAIR,DESPAIR,JOY,JOY,,,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH
2235,Male,49,USA,OR,,,,,JOY,JOY,MEH,JOY,DESPAIR,,JOY,JOY,MEH,,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,,JOY,JOY,MEH,DESPAIR,JOY,,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY
2236,Female,35,usa,tn,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY
2237,Male,47,United States,California,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH
2238,Female,36,USA,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,Male,,United States,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Female,49,United States,California,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH
2241,Male,48,United States,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,Male,39,usa,wa,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH
2243,Male,29,usa,california,JOY,,,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,,,,,JOY,JOY,MEH,MEH,JOY,,,MEH,JOY,JOY,DESPAIR,DESPAIR,,JOY,,,JOY,MEH,MEH,JOY,JOY,MEH,MEH,,MEH,DESPAIR,JOY,MEH,,DESPAIR,JOY,JOY,JOY,,,JOY,JOY,JOY,MEH,JOY,JOY,JOY,,,,,MEH,MEH,,JOY,,JOY
2244,Male,48,usa,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,Male,41,usa,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,Female,40,usa,il,MEH,DESPAIR,,DESPAIR,JOY,MEH,MEH,,DESPAIR,,DESPAIR,JOY,DESPAIR,,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,,MEH,MEH,JOY,JOY,JOY,MEH,MEH,,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,,JOY,MEH,MEH,,JOY,MEH,MEH,MEH,MEH,,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH
2247,Female,33,USA,MO,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH
2248,Male,60,USA,WA,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH
2249,Male,36,USA,VA,MEH,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR
2250,Female,51,usa,ca,JOY,,,JOY,JOY,MEH,,JOY,DESPAIR,,DESPAIR,JOY,DESPAIR,MEH,JOY,,JOY,MEH,JOY,MEH,MEH,JOY,,,JOY,JOY,JOY,JOY,JOY,MEH,,,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH
2251,Female,52,usa,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,Male,33,USA ,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,Female,32,usa,oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,Male,33,USA,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,Male,44,United States,Oklahoma,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH
2256,Male,41,USA,Illinois,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR
2257,Male,40,United States,Illinois,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR
2258,Male,55,usa,new york,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,Female,43,united states,wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,Female,30,United States,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,Female,31,USA,New York,,,,JOY,MEH,DESPAIR,MEH,JOY,JOY,,JOY,JOY,JOY,,,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,,,JOY,,,JOY,JOY,,,MEH,MEH,JOY,JOY,JOY,DESPAIR
2262,Male,29,Canada,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,Female,46,usa,utah,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY
2264,Female,50,Canada,Nova Scotia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,Female,63,United States,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,Male,36,United States,Colorado,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY
2267,Male,37,canada,bc,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR
2268,Male,30,USA,"Marietta, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,Female,37,US,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,Female,27,Canada,NB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,Male,57,US,Pennsylvania ,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,JOY
2272,Male,35,US,GA,JOY,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH
2273,Female,42,USA,Massachusetts,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,JOY
2274,Female,31,Usa,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,Male,43,United States,MA,MEH,MEH,,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH
